Room_ID	Room_Status	Cat_ID	Cat_Breed	Cat_Sex	Cat_Age	Cat_Weight	Cat_Behavior
Room_077	NA	Cat_0384	Ragdoll	Female	4.0	5.35	NA
Room_077	NA	Cat_0385	Bengal	Female	5.0	4.5	NA
Room_078	NA	Cat_0386	Bengal	Male	5.0	4.58	NA
Room_078	NA	Cat_0387	American Shorthair	Female	6.0	4.51	NA
Room_078	NA	Cat_0388	Domestic Longhair	Female	5.0	4.13	NA
Room_078	NA	Cat_0389	Bengal	Female	7.0	3.67	NA
Room_078	NA	Cat_0390	Ragdoll	Female	7.0	5.15	NA
Room_079	valid	Cat_0391	Ragdoll	Female	4.0	3.81	happy
Room_079	valid	Cat_0392	Ragdoll	Female	6.0	3.84	happy
Room_079	valid	Cat_0393	American Shorthair	Male	4.0	6.49	happy
Room_079	valid	Cat_0394	Bengal	Female	4.0	3.87	happy
Room_079	valid	Cat_0395	Domestic Longhair	Male	5.0	5.76	happy
Room_080	valid	Cat_0396	Ragdoll	Female	5.0	4.04	happy
Room_080	valid	Cat_0397	American Shorthair	Male	5.0	5.3	happy
Room_080	valid	Cat_0398	Domestic Longhair	Female	5.0	3.63	happy
Room_080	valid	Cat_0399	Bengal	Female	7.0	3.73	happy
Room_080	valid	Cat_0400	Ragdoll	Female	7.0	5.33	happy
Room_081	NA	Cat_0401	Ragdoll	Male	7.0	7.11	NA
Room_081	NA	Cat_0402	American Shorthair	Female	3.0	3.86	NA
Room_081	NA	Cat_0403	Domestic Longhair	Female	4.0	3.85	NA
Room_081	NA	Cat_0404	Ragdoll	Male	4.0	8.8	NA
Room_081	NA	Cat_0405	American Shorthair	Female	6.0	4.48	NA
Room_082	NA	Cat_0406	Domestic Longhair	Male	3.0	6.01	NA
Room_082	NA	Cat_0407	Ragdoll	Female	7.0	4.38	NA
Room_082	NA	Cat_0408	American Shorthair	Male	7.0	5.11	NA
Room_082	NA	Cat_0409	Ragdoll	Male	5.0	4.58	NA
Room_082	NA	Cat_0410	Ragdoll	Female	6.0	5.57	NA
Room_083	NA	Cat_0411	Domestic Longhair	Female	5.0	3.92	NA
Room_083	NA	Cat_0412	Ragdoll	Female	4.0	5.82	NA
Room_083	NA	Cat_0413	Ragdoll	Female	5.0	5.21	NA
Room_083	NA	Cat_0414	Ragdoll	Female	7.0	5.55	NA
Room_083	NA	Cat_0415	Ragdoll	Male	2.0	6.05	NA
Room_084	NA	Cat_0416	Ragdoll	Female	3.0	6.05	NA
Room_084	NA	Cat_0417	Domestic Longhair	Female	7.0	3.93	NA
Room_084	NA	Cat_0418	American Shorthair	Female	4.0	4.57	NA
Room_084	NA	Cat_0419	Ragdoll	Male	8.0	6.08	NA
Room_084	NA	Cat_0420	American Shorthair	Female	5.0	3.82	NA
Room_085	compromised	Cat_0421	Domestic Longhair	Male	3.0	6.64	evil
Room_085	compromised	Cat_0422	Bengal	Male	6.0	5.68	scared
Room_085	compromised	Cat_0423	Ragdoll	Female	5.0	6.41	scared
Room_085	compromised	Cat_0424	American Shorthair	Female	6.0	4.27	scared
Room_085	compromised	Cat_0425	Bengal	Male	5.0	5.77	scared
Room_086	NA	Cat_0426	Domestic Longhair	Female	5.0	4.37	NA
Room_086	NA	Cat_0427	Bengal	Female	6.0	4.03	NA
Room_086	NA	Cat_0428	Ragdoll	Female	5.0	5.96	NA
Room_086	NA	Cat_0429	Domestic Longhair	Female	4.0	4.11	NA
Room_086	NA	Cat_0430	Domestic Longhair	Male	5.0	4.81	NA
Room_087	NA	Cat_0431	American Shorthair	Female	6.0	5.31	NA
Room_087	NA	Cat_0432	American Shorthair	Male	6.0	6.75	NA
Room_087	NA	Cat_0433	Domestic Longhair	Female	5.0	4.45	NA
Room_087	NA	Cat_0434	Ragdoll	Male	8.0	7.91	NA
Room_087	NA	Cat_0435	American Shorthair	Female	5.0	4.33	NA
Room_088	NA	Cat_0436	American Shorthair	Female	5.0	4.32	NA
Room_088	NA	Cat_0437	Domestic Longhair	Female	5.0	3.76	NA
Room_088	NA	Cat_0438	Ragdoll	Female	7.0	4.07	NA
Room_088	NA	Cat_0439	Bengal	Female	3.0	3.58	NA
Room_088	NA	Cat_0440	Ragdoll	Female	4.0	4.3	NA
Room_089	NA	Cat_0441	Domestic Longhair	Female	6.0	4.31	NA
Room_089	NA	Cat_0442	American Shorthair	Female	5.0	4.56	NA
Room_089	NA	Cat_0443	Domestic Longhair	Female	5.0	3.85	NA
Room_089	NA	Cat_0444	American Shorthair	Female	4.0	4.96	NA
Room_089	NA	Cat_0445	Ragdoll	Male	3.0	5.99	NA
Room_090	valid	Cat_0446	Ragdoll	Female	4.0	5.07	happy
Room_090	valid	Cat_0447	Domestic Longhair	Female	5.0	3.62	happy
Room_090	valid	Cat_0448	Domestic Longhair	Female	7.0	3.64	happy
Room_090	valid	Cat_0449	Ragdoll	Female	5.0	5.66	happy
Room_090	valid	Cat_0450	American Shorthair	Female	4.0	4.07	happy
Room_091	NA	Cat_0451	Ragdoll	Male	5.0	7.42	NA
Room_091	NA	Cat_0452	Ragdoll	Male	5.0	7.25	NA
Room_091	NA	Cat_0453	American Shorthair	Female	4.0	4.02	NA
Room_091	NA	Cat_0454	Ragdoll	Female	8.0	4.45	NA
Room_091	NA	Cat_0455	Domestic Longhair	Female	2.0	4.77	NA
Room_092	NA	Cat_0456	Bengal	Female	5.0	3.85	NA
Room_092	NA	Cat_0457	Ragdoll	Female	4.0	4.71	NA
Room_092	NA	Cat_0458	Ragdoll	Male	5.0	8.49	NA
Room_092	NA	Cat_0459	American Shorthair	Male	4.0	6.31	NA
Room_092	NA	Cat_0460	Domestic Longhair	Male	2.0	5.17	NA
Room_093	valid	Cat_0461	American Shorthair	Male	6.0	5.39	happy
Room_093	valid	Cat_0462	Ragdoll	Female	5.0	6.63	happy
Room_093	valid	Cat_0463	Ragdoll	Female	4.0	4.79	happy
Room_093	valid	Cat_0464	Ragdoll	Male	3.0	8.29	happy
Room_093	valid	Cat_0465	Ragdoll	Female	6.0	5.22	happy
Room_094	valid	Cat_0466	American Shorthair	Female	4.0	4.71	happy
Room_094	valid	Cat_0467	Ragdoll	Female	6.0	5.82	happy
Room_094	valid	Cat_0468	Bengal	Female	4.0	4.11	happy
Room_094	valid	Cat_0469	American Shorthair	Male	5.0	5.97	happy
Room_094	valid	Cat_0470	Domestic Longhair	Female	4.0	3.89	happy
Room_095	NA	Cat_0471	Ragdoll	Female	6.0	4.7	NA
Room_095	NA	Cat_0472	Ragdoll	Female	6.0	5.03	NA
Room_095	NA	Cat_0473	Domestic Longhair	Female	7.0	4.05	NA
Room_095	NA	Cat_0474	Domestic Longhair	Female	4.0	3.49	NA
Room_095	NA	Cat_0475	Domestic Longhair	Female	4.0	4.28	NA
Room_096	NA	Cat_0476	Bengal	Female	4.0	3.42	NA
Room_096	NA	Cat_0477	Domestic Longhair	Female	7.0	4.08	NA
Room_096	NA	Cat_0478	Domestic Longhair	Female	6.0	4.09	NA
Room_096	NA	Cat_0479	Ragdoll	Male	5.0	7.14	NA
Room_096	NA	Cat_0480	Domestic Longhair	Female	4.0	3.73	NA
Room_097	NA	Cat_0481	Bengal	Female	2.0	4.68	NA
Room_097	NA	Cat_0482	Bengal	Female	5.0	4.14	NA
Room_097	NA	Cat_0483	Bengal	Female	5.0	4.29	NA
Room_097	NA	Cat_0484	Ragdoll	Male	4.0	8.8	NA
Room_097	NA	Cat_0485	Domestic Longhair	Female	5.0	4.19	NA
Room_098	NA	Cat_0486	Ragdoll	Female	2.0	4.93	NA
Room_098	NA	Cat_0487	Ragdoll	Female	7.0	5.98	NA
Room_098	NA	Cat_0488	Ragdoll	Female	2.0	4.88	NA
Room_098	NA	Cat_0489	Ragdoll	Female	5.0	5.93	NA
Room_098	NA	Cat_0490	Ragdoll	Male	5.0	6.58	NA
Room_099	compromised	Cat_0491	Bengal	Female	5.0	4.06	evil
Room_099	compromised	Cat_0492	Bengal	Female	6.0	4.13	scared
Room_099	compromised	Cat_0493	American Shorthair	Female	5.0	4.8	scared
Room_099	compromised	Cat_0494	Domestic Longhair	Female	5.0	4.16	scared
Room_099	compromised	Cat_0495	Ragdoll	Male	6.0	8.8	scared
Room_100	NA	Cat_0496	Domestic Longhair	Male	6.0	6.09	NA
Room_100	NA	Cat_0497	Domestic Longhair	Male	3.0	4.71	NA
Room_100	NA	Cat_0498	Ragdoll	Female	8.0	6.49	NA
Room_100	NA	Cat_0499	Domestic Longhair	Male	4.0	5.53	NA
Room_100	NA	Cat_0500	Ragdoll	Male	4.0	5.95	NA
Room_101	compromised	Cat_0501	Bengal	Female	5.0	3.55	evil
Room_101	compromised	Cat_0502	American Shorthair	Male	5.0	6.18	scared
Room_101	compromised	Cat_0503	Domestic Longhair	Female	5.0	4.22	scared
Room_101	compromised	Cat_0504	American Shorthair	Female	6.0	3.76	scared
Room_101	compromised	Cat_0505	Bengal	Female	6.0	4.6	scared
Room_102	valid	Cat_0506	American Shorthair	Female	4.0	4.6	happy
Room_102	valid	Cat_0507	American Shorthair	Female	4.0	4.62	happy
Room_102	valid	Cat_0508	Ragdoll	Female	4.0	5.0	happy
Room_102	valid	Cat_0509	American Shorthair	Female	5.0	4.65	happy
Room_102	valid	Cat_0510	Ragdoll	Female	5.0	5.27	happy
Room_103	NA	Cat_0511	Ragdoll	Male	8.0	8.8	NA
Room_103	NA	Cat_0512	American Shorthair	Female	4.0	4.47	NA
Room_103	NA	Cat_0513	American Shorthair	Female	8.0	4.14	NA
Room_103	NA	Cat_0514	Domestic Longhair	Male	4.0	6.0	NA
Room_103	NA	Cat_0515	Ragdoll	Male	6.0	5.67	NA
Room_104	compromised	Cat_0516	Bengal	Male	6.0	5.99	evil
Room_104	compromised	Cat_0517	Bengal	Male	4.0	6.55	scared
Room_104	compromised	Cat_0518	American Shorthair	Male	4.0	5.89	scared
Room_104	compromised	Cat_0519	Domestic Longhair	Male	3.0	5.15	scared
Room_104	compromised	Cat_0520	Bengal	Female	5.0	3.1	scared
Room_105	NA	Cat_0521	Domestic Longhair	Female	4.0	3.8	NA
Room_105	NA	Cat_0522	Ragdoll	Female	6.0	5.83	NA
Room_105	NA	Cat_0523	American Shorthair	Female	4.0	3.91	NA
Room_105	NA	Cat_0524	Ragdoll	Female	6.0	5.25	NA
Room_105	NA	Cat_0525	American Shorthair	Female	7.0	4.49	NA
Room_106	valid	Cat_0526	Domestic Longhair	Female	5.0	4.13	happy
Room_106	valid	Cat_0527	American Shorthair	Female	4.0	4.68	happy
Room_106	valid	Cat_0528	Ragdoll	Female	3.0	5.92	happy
Room_106	valid	Cat_0529	American Shorthair	Female	4.0	4.02	happy
Room_106	valid	Cat_0530	Ragdoll	Male	5.0	6.77	happy
Room_107	NA	Cat_0531	Ragdoll	Male	5.0	6.07	NA
Room_107	NA	Cat_0532	Ragdoll	Female	4.0	5.46	NA
Room_107	NA	Cat_0533	Ragdoll	Female	3.0	4.04	NA
Room_107	NA	Cat_0534	Ragdoll	Female	4.0	5.18	NA
Room_107	NA	Cat_0535	American Shorthair	Male	6.0	5.74	NA
Room_108	compromised	Cat_0536	Bengal	Male	5.0	5.75	evil
Room_108	compromised	Cat_0537	Bengal	Male	2.0	5.05	scared
Room_108	compromised	Cat_0538	Ragdoll	Female	2.0	5.8	scared
Room_108	compromised	Cat_0539	American Shorthair	Female	5.0	4.25	scared
Room_108	compromised	Cat_0540	Domestic Longhair	Female	6.0	3.96	scared
Room_109	NA	Cat_0541	Ragdoll	Male	8.0	8.59	NA
Room_109	NA	Cat_0542	Domestic Longhair	Female	6.0	4.05	NA
Room_109	NA	Cat_0543	Domestic Longhair	Female	6.0	4.5	NA
Room_109	NA	Cat_0544	Domestic Longhair	Female	6.0	4.2	NA
Room_109	NA	Cat_0545	American Shorthair	Male	5.0	5.93	NA
Room_110	NA	Cat_0546	Ragdoll	Female	3.0	5.19	NA
Room_110	NA	Cat_0547	Ragdoll	Female	6.0	3.92	NA
Room_110	NA	Cat_0548	Ragdoll	Female	3.0	4.93	NA
Room_110	NA	Cat_0549	Ragdoll	Male	5.0	7.66	NA
Room_110	NA	Cat_0550	Domestic Longhair	Male	5.0	5.91	NA
Room_111	compromised	Cat_0551	Ragdoll	Male	5.0	6.22	evil
Room_111	compromised	Cat_0552	Ragdoll	Male	4.0	5.78	scared
Room_111	compromised	Cat_0553	Ragdoll	Male	5.0	6.61	scared
Room_111	compromised	Cat_0554	Bengal	Male	6.0	5.8	scared
Room_111	compromised	Cat_0555	American Shorthair	Female	3.0	4.28	scared
Room_112	NA	Cat_0556	American Shorthair	Female	4.0	4.58	NA
Room_112	NA	Cat_0557	Domestic Longhair	Female	8.0	4.3	NA
Room_112	NA	Cat_0558	Ragdoll	Female	4.0	4.51	NA
Room_112	NA	Cat_0559	Ragdoll	Female	3.0	5.51	NA
Room_112	NA	Cat_0560	American Shorthair	Female	4.0	4.0	NA
Room_113	NA	Cat_0561	Domestic Longhair	Female	4.0	3.61	NA
Room_113	NA	Cat_0562	Bengal	Female	2.0	3.86	NA
Room_113	NA	Cat_0563	Domestic Longhair	Female	4.0	4.21	NA
Room_113	NA	Cat_0564	Ragdoll	Female	5.0	5.43	NA
Room_113	NA	Cat_0565	American Shorthair	Male	5.0	5.15	NA
Room_114	valid	Cat_0566	Domestic Longhair	Female	5.0	3.71	happy
Room_114	valid	Cat_0567	Ragdoll	Male	4.0	7.42	happy
Room_114	valid	Cat_0568	Domestic Longhair	Male	5.0	6.84	happy
Room_114	valid	Cat_0569	Domestic Longhair	Male	6.0	5.25	happy
Room_114	valid	Cat_0570	Ragdoll	Female	6.0	4.96	happy
Room_115	NA	Cat_0571	American Shorthair	Female	4.0	4.67	NA
Room_115	NA	Cat_0572	Bengal	Female	5.0	3.72	NA
Room_115	NA	Cat_0573	Bengal	Male	5.0	6.84	NA
Room_115	NA	Cat_0574	American Shorthair	Female	5.0	4.11	NA
Room_115	NA	Cat_0575	American Shorthair	Male	6.0	4.98	NA
Room_116	NA	Cat_0576	American Shorthair	Male	5.0	5.89	NA
Room_116	NA	Cat_0577	Domestic Longhair	Male	5.0	5.28	NA
Room_116	NA	Cat_0578	Domestic Longhair	Male	4.0	5.64	NA
Room_116	NA	Cat_0579	Domestic Longhair	Female	4.0	4.08	NA
Room_116	NA	Cat_0580	Domestic Longhair	Male	5.0	5.24	NA
Room_117	NA	Cat_0581	American Shorthair	Female	6.0	4.18	NA
Room_117	NA	Cat_0582	Ragdoll	Female	3.0	4.72	NA
Room_117	NA	Cat_0583	Ragdoll	Male	5.0	7.47	NA
Room_117	NA	Cat_0584	Ragdoll	Female	3.0	5.15	NA
Room_117	NA	Cat_0585	Domestic Longhair	Female	6.0	4.98	NA
Room_118	NA	Cat_0586	Domestic Longhair	Female	5.0	3.93	NA
Room_118	NA	Cat_0587	Bengal	Male	4.0	5.28	NA
Room_118	NA	Cat_0588	Domestic Longhair	Female	8.0	4.14	NA
Room_118	NA	Cat_0589	Ragdoll	Female	7.0	5.29	NA
Room_118	NA	Cat_0590	Bengal	Male	8.0	6.17	NA
Room_119	valid	Cat_0591	Ragdoll	Female	5.0	4.62	happy
Room_119	valid	Cat_0592	Ragdoll	Female	5.0	4.75	happy
Room_119	valid	Cat_0593	Domestic Longhair	Female	5.0	4.12	happy
Room_119	valid	Cat_0594	American Shorthair	Female	6.0	4.78	happy
Room_119	valid	Cat_0595	American Shorthair	Female	6.0	3.95	happy
Room_120	NA	Cat_0596	Bengal	Male	2.0	5.67	NA
Room_120	NA	Cat_0597	Ragdoll	Female	3.0	6.12	NA
Room_120	NA	Cat_0598	Ragdoll	Male	6.0	5.43	NA
Room_120	NA	Cat_0599	American Shorthair	Female	6.0	3.95	NA
Room_120	NA	Cat_0600	Ragdoll	Female	3.0	5.2	NA
Room_121	NA	Cat_0601	Bengal	Female	2.0	4.58	NA
Room_121	NA	Cat_0602	Ragdoll	Male	6.0	6.06	NA
Room_121	NA	Cat_0603	American Shorthair	Female	3.0	4.4	NA
Room_121	NA	Cat_0604	American Shorthair	Female	5.0	3.59	NA
Room_121	NA	Cat_0605	Ragdoll	Female	4.0	5.57	NA
Room_122	NA	Cat_0606	Bengal	Male	5.0	5.8	NA
Room_122	NA	Cat_0607	American Shorthair	Male	5.0	5.39	NA
Room_122	NA	Cat_0608	American Shorthair	Female	6.0	4.61	NA
Room_122	NA	Cat_0609	Ragdoll	Male	7.0	7.71	NA
Room_122	NA	Cat_0610	Ragdoll	Male	3.0	6.99	NA
Room_123	NA	Cat_0611	Bengal	Male	6.0	5.95	NA
Room_123	NA	Cat_0612	Ragdoll	Male	5.0	5.9	NA
Room_123	NA	Cat_0613	Bengal	Female	4.0	3.24	NA
Room_123	NA	Cat_0614	Bengal	Male	4.0	6.14	NA
Room_123	NA	Cat_0615	American Shorthair	Female	7.0	4.75	NA
Room_124	NA	Cat_0616	Bengal	Male	5.0	5.98	NA
Room_124	NA	Cat_0617	American Shorthair	Female	6.0	3.62	NA
Room_124	NA	Cat_0618	Domestic Longhair	Male	8.0	6.0	NA
Room_124	NA	Cat_0619	Bengal	Male	3.0	6.21	NA
Room_124	NA	Cat_0620	American Shorthair	Male	5.0	6.04	NA
Room_125	NA	Cat_0621	Domestic Longhair	Female	2.0	3.91	NA
Room_125	NA	Cat_0622	Domestic Longhair	Male	5.0	4.67	NA
Room_125	NA	Cat_0623	Bengal	Female	5.0	3.99	NA
Room_125	NA	Cat_0624	American Shorthair	Female	5.0	4.61	NA
Room_125	NA	Cat_0625	Ragdoll	Female	4.0	5.9	NA
Room_126	NA	Cat_0626	Ragdoll	Male	5.0	7.91	NA
Room_126	NA	Cat_0627	Bengal	Male	3.0	5.3	NA
Room_126	NA	Cat_0628	Ragdoll	Female	5.0	3.98	NA
Room_126	NA	Cat_0629	Domestic Longhair	Female	5.0	4.07	NA
Room_126	NA	Cat_0630	Domestic Longhair	Female	5.0	3.78	NA
Room_127	compromised	Cat_0631	Bengal	Male	5.0	6.61	evil
Room_127	compromised	Cat_0632	American Shorthair	Male	5.0	6.0	scared
Room_127	compromised	Cat_0633	Ragdoll	Male	4.0	6.95	scared
Room_127	compromised	Cat_0634	American Shorthair	Female	5.0	4.14	scared
Room_127	compromised	Cat_0635	Ragdoll	Female	3.0	5.65	scared
Room_128	NA	Cat_0636	Bengal	Female	6.0	3.91	NA
Room_128	NA	Cat_0637	Domestic Longhair	Female	5.0	4.25	NA
Room_128	NA	Cat_0638	Bengal	Male	6.0	5.68	NA
Room_128	NA	Cat_0639	Bengal	Female	3.0	3.15	NA
Room_128	NA	Cat_0640	Bengal	Female	4.0	4.21	NA
Room_129	compromised	Cat_0641	Bengal	Male	4.0	6.0	evil
Room_129	compromised	Cat_0642	American Shorthair	Female	2.0	4.56	scared
Room_129	compromised	Cat_0643	Ragdoll	Female	3.0	4.76	scared
Room_129	compromised	Cat_0644	American Shorthair	Male	6.0	5.64	scared
Room_129	compromised	Cat_0645	Ragdoll	Male	5.0	6.24	scared
Room_130	valid	Cat_0646	Ragdoll	Female	5.0	4.51	happy
Room_130	valid	Cat_0647	Ragdoll	Male	6.0	7.31	happy
Room_130	valid	Cat_0648	Ragdoll	Male	3.0	6.27	happy
Room_130	valid	Cat_0649	American Shorthair	Female	4.0	3.98	happy
Room_130	valid	Cat_0650	Bengal	Female	5.0	3.46	happy
Room_131	compromised	Cat_0651	American Shorthair	Male	5.0	5.47	evil
Room_131	compromised	Cat_0652	Domestic Longhair	Male	2.0	3.61	scared
Room_131	compromised	Cat_0653	Ragdoll	Female	6.0	5.68	scared
Room_131	compromised	Cat_0654	Domestic Longhair	Female	4.0	4.1	scared
Room_131	compromised	Cat_0655	Domestic Longhair	Female	4.0	4.01	scared
Room_132	NA	Cat_0656	Bengal	Male	6.0	5.03	NA
Room_132	NA	Cat_0657	Ragdoll	Female	4.0	5.22	NA
Room_132	NA	Cat_0658	American Shorthair	Male	7.0	6.84	NA
Room_132	NA	Cat_0659	Bengal	Male	4.0	5.76	NA
Room_132	NA	Cat_0660	American Shorthair	Female	6.0	4.33	NA
Room_133	compromised	Cat_0661	Domestic Longhair	Male	4.0	5.65	evil
Room_133	compromised	Cat_0662	Ragdoll	Male	5.0	6.88	scared
Room_133	compromised	Cat_0663	Ragdoll	Female	4.0	4.37	scared
Room_133	compromised	Cat_0664	Bengal	Female	5.0	4.43	scared
Room_133	compromised	Cat_0665	American Shorthair	Female	3.0	4.07	scared
Room_134	valid	Cat_0666	Ragdoll	Female	6.0	5.39	happy
Room_134	valid	Cat_0667	Ragdoll	Female	8.0	5.68	happy
Room_134	valid	Cat_0668	American Shorthair	Female	8.0	3.97	happy
Room_134	valid	Cat_0669	Bengal	Female	7.0	3.65	happy
Room_134	valid	Cat_0670	Domestic Longhair	Female	4.0	3.51	happy
Room_135	NA	Cat_0671	Bengal	Male	4.0	5.63	NA
Room_135	NA	Cat_0672	Ragdoll	Male	4.0	8.09	NA
Room_135	NA	Cat_0673	Bengal	Female	5.0	4.26	NA
Room_135	NA	Cat_0674	Domestic Longhair	Female	6.0	4.13	NA
Room_135	NA	Cat_0675	Ragdoll	Male	4.0	7.03	NA
Room_136	valid	Cat_0676	American Shorthair	Male	6.0	5.21	happy
Room_136	valid	Cat_0677	Ragdoll	Male	5.0	8.6	happy
Room_136	valid	Cat_0678	Domestic Longhair	Female	5.0	2.95	happy
Room_136	valid	Cat_0679	American Shorthair	Female	3.0	4.45	happy
Room_136	valid	Cat_0680	Ragdoll	Female	5.0	5.52	happy
Room_137	NA	Cat_0681	Ragdoll	Female	2.0	6.0	NA
Room_137	NA	Cat_0682	Ragdoll	Female	4.0	5.11	NA
Room_137	NA	Cat_0683	Domestic Longhair	Female	7.0	4.38	NA
Room_137	NA	Cat_0684	Ragdoll	Male	7.0	6.43	NA
Room_137	NA	Cat_0685	American Shorthair	Female	4.0	4.36	NA
Room_138	NA	Cat_0686	Domestic Longhair	Male	5.0	5.06	NA
Room_138	NA	Cat_0687	American Shorthair	Male	6.0	4.77	NA
Room_138	NA	Cat_0688	Ragdoll	Female	2.0	5.42	NA
Room_138	NA	Cat_0689	American Shorthair	Male	7.0	5.44	NA
Room_138	NA	Cat_0690	Ragdoll	Female	6.0	5.33	NA
Room_139	NA	Cat_0691	Ragdoll	Male	5.0	6.15	NA
Room_139	NA	Cat_0692	Domestic Longhair	Male	5.0	6.42	NA
Room_139	NA	Cat_0693	Domestic Longhair	Female	6.0	4.43	NA
Room_139	NA	Cat_0694	American Shorthair	Female	8.0	4.21	NA
Room_139	NA	Cat_0695	Bengal	Female	7.0	4.25	NA
Room_140	NA	Cat_0696	Ragdoll	Female	8.0	4.97	NA
Room_140	NA	Cat_0697	Ragdoll	Female	3.0	5.66	NA
Room_140	NA	Cat_0698	Ragdoll	Male	7.0	7.14	NA
Room_140	NA	Cat_0699	American Shorthair	Female	5.0	4.39	NA
Room_140	NA	Cat_0700	Ragdoll	Female	5.0	5.64	NA
Room_141	valid	Cat_0701	Ragdoll	Male	5.0	6.56	happy
Room_141	valid	Cat_0702	Domestic Longhair	Female	6.0	4.43	happy
Room_141	valid	Cat_0703	Domestic Longhair	Female	4.0	4.06	happy
Room_141	valid	Cat_0704	American Shorthair	Female	6.0	3.84	happy
Room_141	valid	Cat_0705	Ragdoll	Female	8.0	4.59	happy
Room_142	NA	Cat_0706	American Shorthair	Female	2.0	4.6	NA
Room_142	NA	Cat_0707	Domestic Longhair	Female	7.0	3.96	NA
Room_142	NA	Cat_0708	Domestic Longhair	Female	5.0	4.02	NA
Room_142	NA	Cat_0709	American Shorthair	Female	6.0	4.6	NA
Room_142	NA	Cat_0710	Ragdoll	Female	4.0	5.81	NA
Room_143	NA	Cat_0711	Ragdoll	Female	5.0	5.52	NA
Room_143	NA	Cat_0712	American Shorthair	Male	5.0	5.72	NA
Room_143	NA	Cat_0713	American Shorthair	Female	4.0	2.95	NA
Room_143	NA	Cat_0714	American Shorthair	Female	4.0	3.58	NA
Room_143	NA	Cat_0715	Ragdoll	Male	6.0	8.35	NA
Room_144	compromised	Cat_0716	Domestic Longhair	Female	6.0	4.19	evil
Room_144	compromised	Cat_0717	Domestic Longhair	Male	5.0	5.08	scared
Room_144	compromised	Cat_0718	Bengal	Male	4.0	4.77	scared
Room_144	compromised	Cat_0719	American Shorthair	Male	7.0	6.36	scared
Room_144	compromised	Cat_0720	Ragdoll	Female	5.0	5.07	scared
Room_145	NA	Cat_0721	American Shorthair	Male	4.0	5.58	NA
Room_145	NA	Cat_0722	Ragdoll	Female	7.0	4.69	NA
Room_145	NA	Cat_0723	Ragdoll	Male	5.0	8.09	NA
Room_145	NA	Cat_0724	Ragdoll	Male	5.0	7.92	NA
Room_145	NA	Cat_0725	Domestic Longhair	Male	4.0	5.41	NA
Room_146	NA	Cat_0726	Ragdoll	Female	6.0	5.31	NA
Room_146	NA	Cat_0727	Domestic Longhair	Female	5.0	3.83	NA
Room_146	NA	Cat_0728	American Shorthair	Male	5.0	7.47	NA
Room_146	NA	Cat_0729	Ragdoll	Female	4.0	4.73	NA
Room_146	NA	Cat_0730	Ragdoll	Male	5.0	8.56	NA
Room_147	NA	Cat_0731	Bengal	Female	5.0	3.82	NA
Room_147	NA	Cat_0732	Bengal	Female	5.0	3.73	NA
Room_147	NA	Cat_0733	Domestic Longhair	Female	3.0	3.67	NA
Room_147	NA	Cat_0734	Bengal	Male	4.0	5.36	NA
Room_147	NA	Cat_0735	Domestic Longhair	Female	6.0	3.9	NA
Room_148	NA	Cat_0736	American Shorthair	Female	6.0	4.45	NA
Room_148	NA	Cat_0737	Ragdoll	Male	3.0	8.8	NA
Room_148	NA	Cat_0738	Domestic Longhair	Male	4.0	4.85	NA
Room_148	NA	Cat_0739	Domestic Longhair	Female	4.0	3.68	NA
Room_148	NA	Cat_0740	Ragdoll	Female	4.0	5.2	NA
Room_149	NA	Cat_0741	American Shorthair	Female	7.0	3.76	NA
Room_149	NA	Cat_0742	American Shorthair	Male	3.0	5.96	NA
Room_149	NA	Cat_0743	American Shorthair	Male	7.0	5.48	NA
Room_149	NA	Cat_0744	American Shorthair	Male	7.0	6.69	NA
Room_149	NA	Cat_0745	Ragdoll	Female	6.0	4.9	NA
Room_150	valid	Cat_0746	Ragdoll	Female	6.0	5.11	happy
Room_150	valid	Cat_0747	American Shorthair	Male	2.0	6.38	happy
Room_150	valid	Cat_0748	Ragdoll	Male	7.0	7.45	happy
Room_150	valid	Cat_0749	Ragdoll	Female	6.0	4.31	happy
Room_150	valid	Cat_0750	Ragdoll	Female	5.0	4.72	happy
Room_151	NA	Cat_0751	American Shorthair	Female	7.0	4.43	NA
Room_151	NA	Cat_0752	Ragdoll	Male	5.0	6.08	NA
Room_151	NA	Cat_0753	American Shorthair	Male	7.0	6.67	NA
Room_151	NA	Cat_0754	Ragdoll	Female	6.0	4.04	NA
Room_151	NA	Cat_0755	Ragdoll	Female	2.0	4.97	NA
Room_152	valid	Cat_0756	Ragdoll	Female	2.0	6.33	happy
Room_152	valid	Cat_0757	Ragdoll	Male	5.0	8.8	happy
Room_152	valid	Cat_0758	Bengal	Female	4.0	4.07	happy
Room_152	valid	Cat_0759	Ragdoll	Female	5.0	4.59	happy
Room_152	valid	Cat_0760	Domestic Longhair	Female	5.0	4.03	happy
Room_153	NA	Cat_0761	Bengal	Male	5.0	4.58	NA
Room_153	NA	Cat_0762	Ragdoll	Male	6.0	8.75	NA
Room_153	NA	Cat_0763	American Shorthair	Male	5.0	6.41	NA
Room_153	NA	Cat_0764	Bengal	Female	7.0	3.95	NA
Room_153	NA	Cat_0765	Bengal	Male	4.0	5.52	NA
Room_154	NA	Cat_0766	Bengal	Male	5.0	6.29	NA
Room_154	NA	Cat_0767	American Shorthair	Female	2.0	4.36	NA
